,,Chubu,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Chubu
2023/06/07,14:00,0,8004,1934,2,123,5686,52,0,236,1676,0,0,0,17713,3.25
2023/06/07,15:00,0,9053,2064,2,126,4180,70,0,202,1552,0,0,0,17249,9.45
2023/06/07,16:00,0,10205,2219,2,130,2438,74,0,388,1421,0,0,0,16877,11.35
2023/06/07,17:00,0,10046,2256,1,129,976,57,0,440,1945,0,0,0,15850,12.64
2023/06/07,18:00,0,10260,2245,2,130,207,45,0,383,2109,0,0,0,15381,13.41
2023/06/07,19:00,0,10256,2249,2,129,0,41,0,343,2100,0,0,0,15120,13.41
2023/06/07,20:00,0,9917,2225,2,130,0,28,0,82,2089,0,0,0,14473,12.93
2023/06/07,21:00,0,9614,2084,2,131,0,17,0,86,2106,0,0,0,14040,11.26
2023/06/07,22:00,0,9392,2015,2,135,0,13,0,252,1674,0,0,0,13483,11.18
2023/06/07,23:00,0,9248,2009,1,134,0,10,0,119,1458,0,0,0,12979,10.38
2023/06/08,00:00,0,8094,1979,2,133,0,6,0,123,1811,0,0,0,12148,11.17
2023/06/08,01:00,0,7384,1978,2,135,0,2,0,165,1926,0,0,0,11592,9.68
2023/06/08,02:00,0,7688,1981,1,136,0,3,0,233,1586,0,0,0,11628,9.12
2023/06/08,03:00,0,7749,1970,2,136,0,3,0,418,1613,0,0,0,11891,10.03
2023/06/08,04:00,0,7944,1978,2,137,12,3,0,345,1676,0,0,0,12097,10.34
2023/06/08,05:00,0,7477,1977,2,136,440,5,0,340,1429,0,0,0,11806,9.63
2023/06/08,06:00,0,7057,1972,2,136,1815,8,0,215,1060,0,0,0,12265,8.76
2023/06/08,07:00,0,6938,1950,1,136,3625,10,-269,0,998,0,0,0,13389,8.65
2023/06/08,08:00,0,9143,1929,2,134,4720,12,-440,0,0,-29,0,0,15471,8.59
2023/06/08,09:00,0,10043,1899,2,130,4680,11,-172,0,394,0,0,0,16987,8.52
2023/06/08,10:00,0,9600,1885,2,130,4478,14,-81,0,1094,0,0,0,17122,7.81
2023/06/08,11:00,0,10180,1883,2,131,3506,38,0,101,1105,0,0,0,16946,8.26
2023/06/08,12:00,0,10283,1886,2,132,2916,52,0,73,755,0,0,0,16099,7.12
2023/06/08,13:00,0,11092,1918,1,131,2003,58,0,343,1613,0,0,0,17159,10.06
2023/06/08,14:00,0,11157,2001,2,131,1173,60,0,708,2056,0,0,0,17288,11.74
2023/06/08,15:00,0,10960,2090,2,131,797,63,0,399,2477,0,0,0,16919,12.64
2023/06/08,16:00,0,11130,2154,2,134,362,85,0,313,2590,0,0,0,16770,13.13
2023/06/08,17:00,0,10771,2173,2,133,79,119,0,225,2523,0,0,0,16025,13.13
2023/06/08,18:00,0,10387,2207,2,134,10,142,0,180,2591,0,0,0,15653,13.13
2023/06/08,19:00,0,10262,2133,2,134,0,152,0,150,2085,0,0,0,14918,13.13
2023/06/08,20:00,0,10169,2082,1,136,0,152,0,70,1639,0,0,0,14249,11.64
2023/06/08,21:00,0,10010,1938,2,136,0,146,0,105,1517,0,0,0,13854,10.12
2023/06/08,22:00,0,9657,1836,2,136,0,161,0,339,1281,0,0,0,13412,10.7
2023/06/08,23:00,0,8942,1787,2,140,0,166,0,108,1881,0,0,0,13026,11.12
2023/06/09,00:00,0,8379,1764,2,136,0,139,0,35,1795,0,0,0,12250,10.32
2023/06/09,01:00,0,7827,1736,2,136,0,112,0,104,1822,0,0,0,11739,8.94
2023/06/09,02:00,0,7836,1740,2,135,0,91,-10,0,1917,0,0,0,11711,8.86
2023/06/09,03:00,0,8139,1748,1,134,0,75,-38,0,2055,0,0,0,12114,9.11
2023/06/09,04:00,0,8343,1744,2,134,0,86,0,407,1560,0,0,0,12276,8.81
2023/06/09,05:00,0,8304,1728,2,135,49,130,0,420,1539,0,0,0,12307,9.09
2023/06/09,06:00,0,8377,1652,2,134,438,110,0,213,1627,0,0,0,12553,9.42
2023/06/09,07:00,0,8381,1633,1,131,1413,118,0,95,1762,0,0,0,13534,9.81
2023/06/09,08:00,0,9647,1612,2,130,2414,131,-13,0,1552,0,0,0,15475,10.35
2023/06/09,09:00,0,9774,1681,2,130,3770,99,0,138,1459,0,0,0,17053,11.84
2023/06/09,10:00,0,9225,1704,2,130,3739,103,0,111,2038,0,0,0,17052,11.03
2023/06/09,11:00,0,8759,1688,1,132,4532,113,0,31,1832,0,0,0,17088,10.68
2023/06/09,12:00,0,7790,1787,2,136,5608,71,-491,0,1364,0,0,0,16267,5.5
2023/06/09,13:00,0,8773,1858,1,136,5124,76,-164,0,1448,0,0,0,17252,10.23
2023/06/09,14:00,0,9606,1807,2,137,4307,59,0,115,1499,0,0,0,17532,11.45
2023/06/09,15:00,0,10083,1825,2,134,2907,42,0,166,1854,0,0,0,17013,10.86
2023/06/09,16:00,0,10649,1826,2,132,2018,24,0,224,1629,0,0,0,16504,11.93
2023/06/09,17:00,0,10891,1865,1,131,877,25,0,275,1516,0,0,0,15581,12.53
2023/06/09,18:00,0,10654,1891,2,133,98,22,0,272,2143,0,0,0,15215,12.58
2023/06/09,19:00,0,10575,1880,2,133,0,17,0,251,2050,0,0,0,14908,12.43
2023/06/09,20:00,0,10317,1848,2,134,0,30,0,226,1779,0,0,0,14336,10.79
2023/06/09,21:00,0,9925,1813,2,135,0,16,0,168,1842,0,0,0,13901,9.03
2023/06/09,22:00,0,9559,1813,1,137,0,14,0,125,1724,0,0,0,13373,11.09
2023/06/09,23:00,0,9274,1816,2,136,0,8,0,145,1697,0,0,0,13078,9.75
2023/06/10,00:00,0,8247,1706,2,137,0,8,0,75,2018,0,0,0,12193,9.59
2023/06/10,01:00,0,7409,1689,2,135,0,15,0,77,2242,0,0,0,11569,8.8
2023/06/10,02:00,0,7352,1691,1,136,0,13,0,75,2139,0,0,0,11407,9.26
2023/06/10,03:00,0,7578,1687,2,136,0,7,0,268,1960,0,0,0,11638,9.57
2023/06/10,04:00,0,7282,1687,2,135,0,2,0,414,2037,0,0,0,11559,9.16
2023/06/10,05:00,0,6199,1688,2,134,362,1,0,316,2238,0,0,0,10940,8.88
2023/06/10,06:00,0,5494,1692,2,135,1387,0,0,261,1759,0,0,0,10730,8.36
2023/06/10,07:00,0,4686,1704,2,135,3211,1,-52,0,1499,0,0,0,11186,8.11
2023/06/10,08:00,0,4094,1724,1,134,5038,4,-1263,0,2418,0,0,0,12150,1
2023/06/10,09:00,0,4694,1764,2,134,5496,9,-1605,0,2503,0,0,0,12997,1.88
2023/06/10,10:00,0,4452,1789,2,139,3982,19,-341,0,2954,0,0,0,12996,1.11
2023/06/10,11:00,0,4345,1836,1,140,3973,22,-706,0,3330,0,0,0,12941,1.2
2023/06/10,12:00,0,4766,1801,2,140,4152,24,-986,0,2819,0,0,0,12718,1.1
2023/06/10,13:00,0,4985,1830,2,147,4005,31,-1075,0,2917,0,0,0,12842,2.01
2023/06/10,14:00,0,5536,1886,2,151,3308,32,-965,0,2768,0,0,0,12718,4.18
2023/06/10,15:00,0,6474,1947,1,154,2415,25,0,58,1401,0,0,0,12475,4.47
2023/06/10,16:00,0,6800,2030,1,155,1551,17,0,463,1362,0,0,0,12379,5.03
2023/06/10,17:00,0,7067,2126,2,141,535,24,0,1187,1265,0,0,0,12347,6.55
2023/06/10,18:00,0,7178,2127,1,138,51,23,0,968,2022,0,0,0,12508,7.88
2023/06/10,19:00,0,7295,2110,2,139,0,28,0,634,2345,0,0,0,12553,8.89
2023/06/10,20:00,0,7343,2033,2,143,0,32,0,206,2418,0,0,0,12177,8.43
2023/06/10,21:00,0,6922,2033,1,141,0,49,0,178,2287,0,0,0,11611,7.37
2023/06/10,22:00,0,6742,1932,2,143,0,41,0,206,1947,0,0,0,11013,5.97
2023/06/10,23:00,0,6461,1859,1,142,0,37,0,205,2023,0,0,0,10728,4.51
2023/06/11,00:00,0,5958,1797,2,144,0,40,0,75,2011,0,0,0,10027,2.51
2023/06/11,01:00,0,5581,1795,1,141,0,32,0,75,1996,0,0,0,9621,0.87
2023/06/11,02:00,0,5657,1786,1,143,0,14,0,75,2017,0,0,0,9693,3.01
2023/06/11,03:00,0,6008,1798,2,144,0,18,0,112,1882,0,0,0,9964,5.05
2023/06/11,04:00,0,6058,1796,2,142,0,19,0,197,1932,0,0,0,10146,5.05
2023/06/11,05:00,0,5964,1788,2,142,39,29,0,77,1895,0,0,0,9936,4.03
2023/06/11,06:00,0,5720,1829,2,140,202,41,-180,0,1881,0,0,0,9635,1
2023/06/11,07:00,0,5588,1814,1,142,375,35,0,57,1970,0,0,0,9982,0.52
2023/06/11,08:00,0,6156,1809,1,141,686,22,0,248,1533,0,0,0,10596,2.01
2023/06/11,09:00,0,6819,1826,1,142,1040,17,0,340,970,0,0,0,11155,5.85
2023/06/11,10:00,0,6732,1822,2,150,1296,10,0,346,961,0,0,0,11319,5.93
2023/06/11,11:00,0,6651,1842,1,161,1615,19,0,188,1087,0,0,0,11564,5.93
2023/06/11,12:00,0,6190,1839,1,169,1719,32,0,74,1468,0,0,0,11492,5.93
2023/06/11,13:00,0,5757,1842,1,170,1642,19,0,69,1858,0,0,0,11358,5.47
2023/06/11,14:00,0,6268,1838,2,168,1248,7,0,74,1783,0,0,0,11388,5.93
2023/06/11,15:00,0,6367,1849,1,163,956,13,0,74,1977,0,0,0,11400,7.22
2023/06/11,16:00,0,6590,1861,1,160,807,28,0,85,1934,0,0,0,11466,9.57
2023/06/11,17:00,0,7136,1970,2,161,304,30,0,379,1732,0,0,0,11714,10.61
2023/06/11,18:00,0,7533,2050,1,161,24,29,0,450,1875,0,0,0,12123,10.73
2023/06/11,19:00,0,7578,2046,1,161,0,35,0,378,1997,0,0,0,12196,10.71
2023/06/11,20:00,0,7545,1982,2,161,0,41,0,239,1822,0,0,0,11792,10.32
2023/06/11,21:00,0,7054,1961,1,164,0,65,0,76,2060,0,0,0,11381,9.89
2023/06/11,22:00,0,6739,1838,1,160,0,44,0,70,2008,0,0,0,10860,8.12
2023/06/11,23:00,0,7161,1800,2,161,0,20,-569,0,1961,0,0,0,10536,7.67
2023/06/12,00:00,0,7006,1755,1,160,0,21,-871,0,1907,0,0,0,9979,5.05
2023/06/12,01:00,0,6820,1771,1,161,0,21,-1135,0,1989,0,0,0,9628,3
2023/06/12,02:00,0,6937,1769,2,161,0,27,-938,0,1892,0,0,0,9850,4.25
2023/06/12,03:00,0,7685,1768,1,159,0,29,-894,0,1462,0,0,0,10210,5.05
2023/06/12,04:00,0,7785,1867,2,160,0,18,-892,0,1589,0,0,0,10529,6.3
2023/06/12,05:00,0,7861,1771,1,162,39,20,-1070,0,1828,0,0,0,10612,6.92
2023/06/12,06:00,0,8534,1769,1,161,275,16,-955,0,1457,0,0,0,11258,5.08
2023/06/12,07:00,0,9651,1786,2,157,567,14,-603,0,1266,0,0,0,12840,6.45
2023/06/12,08:00,0,10306,1816,1,160,809,7,-177,0,2359,0,0,0,15281,8.32
2023/06/12,09:00,0,10936,1914,1,157,1244,14,0,132,2532,0,0,0,16930,10.74
2023/06/12,10:00,0,11506,1909,1,161,1331,9,0,245,2098,0,0,0,17260,10.82
2023/06/12,11:00,0,11658,1883,2,150,1318,13,0,212,2056,0,0,0,17292,11.18
2023/06/12,12:00,0,10670,1781,1,156,1508,48,0,86,1976,0,0,0,16226,7.3
2023/06/12,13:00,0,11349,1787,1,151,1543,51,0,191,1962,0,0,0,17035,10.15
2023/06/12,14:00,0,11457,1822,2,151,1309,22,0,192,2234,0,0,0,17189,12.53
2023/06/12,15:00,0,11332,1998,1,148,1022,25,0,258,2037,0,0,0,16821,10.2
2023/06/12,16:00,0,11258,2044,1,144,545,30,0,243,2342,0,0,0,16607,13.59
2023/06/12,17:00,0,10969,1967,2,125,192,5,0,239,2368,0,0,0,15867,12.44
2023/06/12,18:00,0,10909,1972,1,148,17,19,0,219,2304,0,0,0,15589,13.59
2023/06/12,19:00,0,10618,1979,1,148,0,31,0,148,2110,0,0,0,15035,11.5
2023/06/12,20:00,0,10472,1879,2,149,0,28,0,49,1905,0,0,0,14484,9.06
2023/06/12,21:00,0,10284,1847,1,152,0,12,0,191,1577,0,0,0,14064,7.89
2023/06/12,22:00,0,9881,1833,2,151,0,53,0,349,1343,0,0,0,13612,10.16
2023/06/12,23:00,0,9596,1805,1,152,0,18,0,108,1601,0,0,0,13281,8.88
2023/06/13,00:00,0,8529,1793,1,155,0,15,0,49,1929,0,0,0,12471,9.52
2023/06/13,01:00,0,7904,1807,2,153,0,32,0,48,1922,0,0,0,11868,8.72
2023/06/13,02:00,0,7966,1822,1,155,0,59,0,47,1832,0,0,0,11882,8.24
2023/06/13,03:00,0,8119,1824,1,153,0,78,0,49,1924,0,0,0,12148,8.06
2023/06/13,04:00,0,8295,1822,2,152,8,84,0,49,1837,0,0,0,12249,8.02
2023/06/13,05:00,0,7929,1832,2,153,436,83,0,47,1649,0,0,0,12131,8.1
2023/06/13,06:00,0,7560,1811,1,151,1891,77,-19,0,1169,0,0,0,12641,8.15
2023/06/13,07:00,0,7329,1806,1,150,4045,80,-516,0,1111,0,0,0,14006,7.12
2023/06/13,08:00,0,7928,1870,2,148,6067,56,-1065,0,1352,0,0,0,16358,0.02
2023/06/13,09:00,0,7998,1903,1,147,7432,59,-345,0,942,0,0,0,18137,4.57
2023/06/13,10:00,0,7333,1894,1,147,7888,70,-215,0,1463,0,0,0,18581,5.31
2023/06/13,11:00,0,7569,1854,2,151,8122,70,-770,0,1881,0,0,0,18879,4.01
2023/06/13,12:00,0,7844,1803,1,145,8113,65,-977,0,1024,0,0,0,18018,1
2023/06/13,13:00,0,9078,1865,2,142,7155,51,0,7,857,0,0,0,19157,3.34
2023/06/13,14:00,0,9732,1875,1,137,5718,54,0,223,1473,0,0,0,19213,7.07
2023/06/13,15:00,0,11043,1991,1,139,3802,51,0,335,1484,0,0,0,18846,6.98
2023/06/13,16:00,0,11610,2012,1,140,2400,33,0,775,1437,0,0,0,18408,8.69
2023/06/13,17:00,0,12035,2074,2,143,1001,22,0,687,1483,0,0,0,17447,11.46
2023/06/13,18:00,0,12342,2073,1,144,135,18,0,532,1562,0,0,0,16807,14.01
2023/06/13,19:00,0,12282,2078,2,146,0,19,0,586,1206,0,0,0,16319,14.01
2023/06/13,20:00,0,12091,2040,1,145,0,14,0,274,1090,0,0,0,15655,14.01
2023/06/13,21:00,0,11633,1931,1,146,0,4,0,181,1128,0,0,0,15024,11.03
2023/06/13,22:00,0,11492,1898,2,146,0,2,0,167,750,0,0,0,14457,10.04
2023/06/13,23:00,0,11012,1902,1,144,0,2,0,54,861,0,0,0,13976,10.02
2023/06/14,00:00,0,9799,1843,1,147,0,2,0,3,1169,0,0,0,12964,9.42
2023/06/14,01:00,0,8875,1875,2,146,0,3,0,3,1445,0,0,0,12349,8.67
2023/06/14,02:00,0,8832,1877,1,147,0,7,0,3,1302,0,0,0,12169,8.69
2023/06/14,03:00,0,9128,1875,1,147,0,8,0,48,1166,0,0,0,12373,8.85
2023/06/14,04:00,0,9301,1863,2,145,0,12,0,51,1125,0,0,0,12499,8.71
2023/06/14,05:00,0,9065,1883,1,146,71,8,0,49,1223,0,0,0,12446,8.63
2023/06/14,06:00,0,8665,1863,2,145,476,2,0,53,1659,0,0,0,12865,10.07
2023/06/14,07:00,0,8987,1860,1,143,1161,1,0,54,1861,0,0,0,14068,10.1
2023/06/14,08:00,0,10323,1901,1,142,2110,5,0,58,1658,0,0,0,16198,12
2023/06/14,09:00,0,12223,1939,2,141,2948,5,0,679,23,0,0,0,17960,9.7
2023/06/14,10:00,0,12014,1942,1,146,3367,4,0,763,0,-97,0,0,18140,7.23
2023/06/14,11:00,0,12204,1896,1,146,3557,3,0,391,0,-53,0,0,18145,6.08
2023/06/14,12:00,0,12187,1845,1,152,3041,4,0,139,0,-324,0,0,17045,1.27
2023/06/14,13:00,0,12080,1899,2,151,2903,4,0,901,160,0,0,0,18100,4.01
2023/06/14,14:00,0,11538,1984,1,153,2583,7,0,754,1135,0,0,0,18155,5.08
2023/06/14,15:00,0,11564,1969,1,157,1828,6,0,744,1616,0,0,0,17885,9.28
2023/06/14,16:00,0,11401,1991,1,158,888,2,0,1204,1866,0,0,0,17511,10.62
2023/06/14,17:00,0,11457,2116,1,160,291,1,0,884,1736,0,0,0,16646,12.23
2023/06/14,18:00,0,11720,2163,1,157,31,4,0,389,1808,0,0,0,16273,13.62
2023/06/14,19:00,0,11739,2170,1,156,0,9,0,396,1294,0,0,0,15765,13.62
2023/06/14,20:00,0,11250,2098,2,158,0,3,0,299,1298,0,0,0,15108,11.12
2023/06/14,21:00,0,10980,1996,1,160,0,7,0,158,1304,0,0,0,14606,10.31
2023/06/14,22:00,0,11029,1964,1,158,0,13,0,79,852,0,0,0,14096,9.17
2023/06/14,23:00,0,10927,1931,1,162,0,22,0,9,624,0,0,0,13676,9.02
2023/06/15,00:00,0,9953,1884,1,158,0,24,-140,0,876,0,0,0,12756,10.32
2023/06/15,01:00,0,9257,1921,1,158,0,19,-221,0,1090,0,0,0,12225,8.9
2023/06/15,02:00,0,9147,1914,1,158,0,16,-189,0,1042,0,0,0,12089,8.71
2023/06/15,03:00,0,9200,1930,1,155,0,16,-200,0,1304,0,0,0,12406,9.02
2023/06/15,04:00,0,9147,1916,2,154,0,15,-209,0,1330,0,0,0,12355,9.27
2023/06/15,05:00,0,9009,1922,1,154,83,6,-205,0,1343,0,0,0,12313,9.11
2023/06/15,06:00,0,9417,1917,1,152,585,2,-223,0,729,0,0,0,12580,9.69
2023/06/15,07:00,0,9923,1924,1,152,1198,0,-202,0,759,0,0,0,13755,11
2023/06/15,08:00,0,10692,1967,1,151,1916,0,-47,0,1348,0,0,0,16028,7.86
2023/06/15,09:00,0,12137,1999,1,147,2106,1,0,80,1093,0,0,0,17564,10.19
2023/06/15,10:00,0,11266,1973,1,146,2601,0,0,32,1766,0,0,0,17785,11.31
2023/06/15,11:00,0,11452,1948,1,127,2414,1,0,35,1755,0,0,0,17733,11.6
2023/06/15,12:00,0,10704,1932,2,105,2218,1,0,34,1585,0,0,0,16581,9.79
2023/06/15,13:00,0,11702,1938,1,104,2281,0,0,98,1535,0,0,0,17659,11.45
2023/06/15,14:00,0,12089,1942,1,102,1801,1,0,151,1604,0,0,0,17691,11.74
2023/06/15,15:00,0,12067,1955,2,107,1390,0,0,222,1583,0,0,0,17326,12.1
2023/06/15,16:00,0,12045,2027,1,105,890,5,0,351,1602,0,0,0,17026,12.68
2023/06/15,17:00,0,11548,2120,1,107,416,5,0,341,1658,0,0,0,16196,12.68
2023/06/15,18:00,0,11244,2168,1,109,81,0,0,476,1820,0,0,0,15899,13.1
2023/06/15,19:00,0,10925,2173,2,110,0,15,0,696,1570,0,0,0,15491,12.68
2023/06/15,20:00,0,10379,2087,1,110,0,37,0,611,1608,0,0,0,14833,10.74
2023/06/15,21:00,0,10207,1958,2,110,0,59,0,523,1497,0,0,0,14356,9.28
2023/06/15,22:00,0,10032,1982,1,111,0,95,0,651,1030,0,0,0,13902,9.83
2023/06/15,23:00,0,9581,1963,1,112,0,94,0,212,1489,0,0,0,13452,9.41
2023/06/16,00:00,0,8729,1878,1,110,0,113,0,39,1663,0,0,0,12533,10.13
2023/06/16,01:00,0,8090,1905,1,111,0,124,0,39,1661,0,0,0,11931,8.77
2023/06/16,02:00,0,7995,1890,2,111,0,139,0,37,1707,0,0,0,11881,9.1
2023/06/16,03:00,0,8219,1884,1,110,0,167,0,174,1638,0,0,0,12193,9.36
2023/06/16,04:00,0,8187,1896,1,111,9,139,0,199,1596,0,0,0,12138,9.53
2023/06/16,05:00,0,7825,1889,2,109,420,140,0,126,1490,0,0,0,12001,9.25
2023/06/16,06:00,0,6991,1889,1,109,1904,138,0,87,1358,0,0,0,12477,9.48
2023/06/16,07:00,0,6218,1846,1,109,3961,174,0,24,1246,0,0,0,13579,9.77
2023/06/16,08:00,0,6118,1849,2,109,6112,196,-95,0,1432,0,0,0,15723,8.53
2023/06/16,09:00,0,6382,1857,1,107,7324,178,-22,0,1473,0,0,0,17300,6.62
2023/06/16,10:00,0,6329,1846,2,109,7727,155,0,30,1460,0,0,0,17658,1.51
2023/06/16,11:00,0,6437,1810,1,93,7603,177,0,33,1511,0,0,0,17665,1
2023/06/16,12:00,0,6271,1789,1,68,7583,154,-501,0,1477,0,0,0,16842,0.01
2023/06/16,13:00,0,7062,1815,2,63,7359,130,-96,0,1531,0,0,0,17866,3.59
2023/06/16,14:00,0,7811,1835,1,66,6476,119,0,135,1548,0,0,0,17991,7.28
2023/06/16,15:00,0,8676,1872,1,66,5153,115,0,129,1532,0,0,0,17544,3.74
2023/06/16,16:00,0,9498,2019,1,67,3337,111,0,147,2028,0,0,0,17208,9.77
2023/06/16,17:00,0,9947,2154,2,70,1457,96,0,306,2121,0,0,0,16153,11.12
2023/06/16,18:00,0,10063,2224,1,68,190,95,0,455,2394,0,0,0,15490,13.56
2023/06/16,19:00,0,9903,2225,2,67,0,91,0,456,2376,0,0,0,15120,14.14
2023/06/16,20:00,0,9337,2093,1,69,0,94,0,449,2396,0,0,0,14439,11.19
2023/06/16,21:00,0,9093,1965,2,69,0,85,0,426,2470,0,0,0,14110,10.26
2023/06/16,22:00,0,9123,1949,1,70,0,89,0,335,1937,0,0,0,13504,10.08
2023/06/16,23:00,0,8765,1938,1,70,0,78,0,264,1871,0,0,0,12987,9.9
2023/06/17,00:00,0,8490,1886,2,69,0,68,0,277,1328,0,0,0,12120,10.8
2023/06/17,01:00,0,7612,1870,1,68,0,66,0,257,1538,0,0,0,11412,9.79
2023/06/17,02:00,0,7412,1885,1,68,0,68,0,232,1736,0,0,0,11402,9.9
2023/06/17,03:00,0,7433,1871,2,68,0,68,0,225,1880,0,0,0,11547,10.01
2023/06/17,04:00,0,7461,1788,2,69,9,51,0,235,1859,0,0,0,11474,10.49
2023/06/17,05:00,0,6895,1730,1,70,454,37,0,185,1745,0,0,0,11117,9.34
2023/06/17,06:00,0,5632,1722,1,69,2239,35,-141,0,1408,0,0,0,10965,4.32
2023/06/17,07:00,0,5253,1776,2,71,4566,24,-1186,0,844,0,0,0,11350,0.01
2023/06/17,08:00,0,5129,1862,1,69,6536,18,-1668,0,374,0,0,0,12321,0.01
2023/06/17,09:00,0,5106,1907,2,68,7864,12,-1310,0,0,-401,0,0,13248,0.01
2023/06/17,10:00,0,4611,1903,1,68,8600,12,-1046,0,0,-448,0,0,13701,0.01
2023/06/17,11:00,0,4339,1895,2,67,8886,11,-934,0,0,-322,0,0,13944,0.01
2023/06/17,12:00,0,4464,1726,1,68,8793,16,-1134,0,0,-38,0,0,13896,0.01
2023/06/17,13:00,0,4702,1723,1,67,8298,19,-690,0,0,-11,0,0,14109,0.01
2023/06/17,14:00,0,4596,1735,1,69,7323,29,-699,0,1035,0,0,0,14089,0.01
2023/06/17,15:00,0,4918,1778,1,69,5761,43,-506,0,1854,0,0,0,13918,0.01
2023/06/17,16:00,0,5775,1867,2,70,3674,40,0,453,1962,0,0,0,13843,3.03
2023/06/17,17:00,0,7259,1956,1,70,1514,30,0,1187,1573,0,0,0,13590,9.71
2023/06/17,18:00,0,8280,2061,1,68,194,36,0,1293,1399,0,0,0,13332,12.44
2023/06/17,19:00,0,8515,2081,2,73,0,38,0,1264,1307,0,0,0,13280,13.82
2023/06/17,20:00,0,8687,1934,1,89,0,32,0,781,1332,0,0,0,12856,13.82
2023/06/17,21:00,0,8294,1872,1,96,0,33,0,273,1599,0,0,0,12168,10.73
2023/06/17,22:00,0,8113,1776,2,98,0,31,0,114,1341,0,0,0,11475,10.71
2023/06/17,23:00,0,7658,1741,1,109,0,28,0,74,1488,0,0,0,11099,10.87
2023/06/18,00:00,0,6576,1718,1,119,0,28,0,335,1415,0,0,0,10192,8.31
2023/06/18,01:00,0,5807,1718,2,119,0,29,0,374,1706,0,0,0,9755,6.79
2023/06/18,02:00,0,5671,1725,1,119,0,27,0,391,1870,0,0,0,9804,9.79
2023/06/18,03:00,0,6014,1719,1,118,0,18,0,353,1804,0,0,0,10027,9.89
2023/06/18,04:00,0,6188,1715,2,118,0,16,0,170,1981,0,0,0,10190,9.99
2023/06/18,05:00,0,5733,1713,1,117,438,8,0,150,1631,0,0,0,9791,7.64
2023/06/18,06:00,0,4633,1708,1,118,1722,5,0,256,1232,0,0,0,9675,3.03
2023/06/18,07:00,0,4723,1677,2,116,3091,3,-585,0,965,0,0,0,9992,1
2023/06/18,08:00,0,5229,1603,1,116,3979,5,-1262,0,941,0,0,0,10612,0.01
2023/06/18,09:00,0,5487,1647,1,118,3807,4,-1315,0,1514,0,0,0,11263,0.01
2023/06/18,10:00,0,5508,1662,2,116,4079,1,-1643,0,1866,0,0,0,11591,0.01
2023/06/18,11:00,0,6240,1657,1,115,4711,8,-2192,0,1296,0,0,0,11836,0.01
2023/06/18,12:00,0,6182,1617,1,116,5082,7,-2160,0,1168,0,0,0,12013,0.01
2023/06/18,13:00,0,6506,1608,2,113,4815,8,-1899,0,1029,0,0,0,12182,0.01
2023/06/18,14:00,0,5966,1600,1,113,3609,11,-831,0,1593,0,0,0,12062,0.01
2023/06/18,15:00,0,5698,1619,1,115,2853,8,0,41,1715,0,0,0,12050,0.51
2023/06/18,16:00,0,6253,1677,0,114,2264,8,0,182,1750,0,0,0,12248,6.64
2023/06/18,17:00,0,7339,1808,1,114,1274,16,0,254,1589,0,0,0,12395,8.34
2023/06/18,18:00,0,8324,1851,0,114,214,18,0,988,1029,0,0,0,12538,13.93
2023/06/18,19:00,0,8214,1856,0,115,0,27,0,1323,1159,0,0,0,12694,13.54
2023/06/18,20:00,0,8097,1840,0,117,0,42,0,1189,1086,0,0,0,12371,10.51
2023/06/18,21:00,0,7994,1798,0,117,0,59,0,642,1250,0,0,0,11860,11.68
2023/06/18,22:00,0,7693,1684,1,117,0,75,0,291,1358,0,0,0,11219,10.92
2023/06/18,23:00,0,7371,1648,0,117,0,75,0,315,1275,0,0,0,10801,10.27
2023/06/19,00:00,0,6727,1640,0,115,0,91,0,47,1476,0,0,0,10096,8.42
2023/06/19,01:00,0,6422,1642,0,117,0,103,0,3,1337,0,0,0,9624,7.11
2023/06/19,02:00,0,6338,1689,1,116,0,104,0,16,1457,0,0,0,9721,10.02
2023/06/19,03:00,0,6651,1691,0,117,0,107,0,40,1518,0,0,0,10124,9.68
2023/06/19,04:00,0,6774,1682,0,118,7,111,0,147,1571,0,0,0,10410,9.45
2023/06/19,05:00,0,6643,1738,0,116,414,94,0,181,1459,0,0,0,10645,8.35
2023/06/19,06:00,0,6115,1690,0,117,2039,83,-52,0,1451,0,0,0,11443,5.38
2023/06/19,07:00,0,6289,1578,1,114,4188,65,-351,0,1304,0,0,0,13188,0.88
2023/06/19,08:00,0,6561,1577,0,114,6097,51,-167,0,1764,0,0,0,15997,0.01
2023/06/19,09:00,0,7008,1538,0,110,7417,47,0,106,1754,0,0,0,17980,0.01
2023/06/19,10:00,0,6876,1481,0,109,8089,42,0,95,1849,0,0,0,18541,0.01
2023/06/19,11:00,0,6937,1439,0,109,8210,43,0,25,1987,0,0,0,18750,0.01
2023/06/19,12:00,0,7409,1439,1,109,8247,49,-1030,0,1788,0,0,0,18012,0.01
2023/06/19,13:00,0,8100,1480,0,109,7785,53,-181,0,1706,0,0,0,19052,0.02
2023/06/19,14:00,0,8623,1562,0,110,6445,59,0,89,2113,0,0,0,19001,5.15
2023/06/19,15:00,0,9315,1688,0,109,4905,53,0,97,2525,0,0,0,18692,5.76
2023/06/19,16:00,0,10721,1770,1,111,3092,55,0,297,2279,0,0,0,18326,9.11
